test_scanner,n_train,n_test,balanced_accuracy,balanced_accuracy_prior_adj,f1_macro,auc
35343.0,78,139,0.4223356009070295,0.5,0.4032828282828283,0.4074829931972789
35426.0,139,78,0.5724137931034483,0.6163793103448276,0.46011865524060647,0.618103448275862
