accuracy,balanced_accuracy,f1_macro,f1_weighted,kappa,auc,method,fold,n_train,n_test
0.6071428571428571,0.5681818181818181,0.5354449472096531,0.6397328162034045,0.10465116279069764,0.6590909090909091,Tucker(arinmis)+MLP,11,112,28
0.7142857142857143,0.696969696969697,0.65,0.7357142857142858,0.31707317073170727,0.7765151515151515,Demo+LogReg,11,112,28
0.75,0.6590909090909092,0.6493738819320215,0.7567084078711986,0.30000000000000004,0.6136363636363636,Tucker+Demo+MLP,11,112,28
0.7857142857142857,0.5,0.44,0.6914285714285714,0.0,0.5,Dummy(cogunluk),11,112,28
0.7142857142857143,0.6363636363636364,0.6190476190476191,0.727891156462585,0.2432432432432432,0.6893939393939394,Tucker+MLP,12,112,28
0.6428571428571429,0.5303030303030303,0.5238095238095237,0.6598639455782312,0.05405405405405406,0.6136363636363636,Tucker(arinmis)+MLP,12,112,28
0.6785714285714286,0.6742424242424242,0.6199095022624435,0.7052359405300582,0.2674418604651162,0.8181818181818181,Demo+LogReg,12,112,28
0.7142857142857143,0.8181818181818181,0.6888888888888889,0.7396825396825396,0.4285714285714286,0.75,Tucker+Demo+MLP,12,112,28
0.7857142857142857,0.5,0.44,0.6914285714285714,0.0,0.5,Dummy(cogunluk),12,112,28
0.7142857142857143,0.696969696969697,0.65,0.7357142857142858,0.31707317073170727,0.7045454545454545,Tucker+MLP,13,112,28
0.6785714285714286,0.6742424242424242,0.6199095022624435,0.7052359405300582,0.2674418604651162,0.6666666666666666,Tucker(arinmis)+MLP,13,112,28
0.75,0.7803030303030303,0.7043740573152337,0.770739064856712,0.43023255813953487,0.8977272727272727,Demo+LogReg,13,112,28
0.6428571428571429,0.6515151515151515,0.5906432748538011,0.6741854636591479,0.2222222222222222,0.7045454545454545,Tucker+Demo+MLP,13,112,28
0.7857142857142857,0.5,0.44,0.6914285714285714,0.0,0.5,Dummy(cogunluk),13,112,28
0.6071428571428571,0.6287878787878788,0.561877667140825,0.6423491160333266,0.1808510638297871,0.696969696969697,Tucker+MLP,14,112,28
0.6785714285714286,0.6742424242424242,0.6199095022624435,0.7052359405300582,0.2674418604651162,0.7272727272727273,Tucker(arinmis)+MLP,14,112,28
0.75,0.7196969696969697,0.6813008130081301,0.7658536585365853,0.3717948717948718,0.6893939393939393,Demo+LogReg,14,112,28
0.6428571428571429,0.5909090909090908,0.5625,0.6696428571428571,0.14634146341463405,0.7575757575757575,Tucker+Demo+MLP,14,112,28
