test_scanner,n_train,n_test,balanced_accuracy,balanced_accuracy_prior_adj,f1_macro,auc
35343.0,78,139,0.3191919191919192,0.29558080808080806,0.23188822255538896,0.611969917529684
35426.0,139,78,0.2735380116959064,0.36139306599832915,0.2424837424837425,0.6141590542041186
