accuracy,balanced_accuracy,f1_macro,f1_weighted,kappa,auc,method,fold,repeat,split,n_train,n_test,mpca_explained,mpca_recon_err_test,mpca_fit_sec
0.5909090909090909,0.5909090909090909,0.5769230769230769,0.576923076923077,0.18181818181818177,0.615702479338843,PCA+MLP,20,4,0,173,44,,,
0.6136363636363636,0.6136363636363636,0.5766836445953594,0.5766836445953594,0.2272727272727273,0.6735537190082644,PCA+MLP,21,4,1,173,44,,,
0.4186046511627907,0.41125541125541126,0.34966727162734423,0.3545913701655904,-0.18002195389681663,0.4588744588744589,PCA+MLP,22,4,2,174,43,,,
0.4186046511627907,0.4242424242424242,0.3853630646083476,0.3820389059529033,-0.14973262032085555,0.367965367965368,PCA+MLP,23,4,3,174,43,,,
0.4883720930232558,0.5,0.328125,0.32049418604651164,0.0,0.5129870129870129,PCA+MLP,24,4,4,174,43,,,
0.5,0.5,0.4989648033126294,0.4989648033126294,0.0,0.5330578512396694,Voxel-MLP,0,0,0,173,44,,,
0.6363636363636364,0.6363636363636364,0.6294736842105264,0.6294736842105263,0.2727272727272727,0.6776859504132231,Voxel-MLP,1,0,1,173,44,,,
0.627906976744186,0.6287878787878788,0.6277056277056277,0.6275042786670694,0.25701943844492436,0.6601731601731602,Voxel-MLP,2,0,2,174,43,,,
0.5116279069767442,0.512987012987013,0.5105691056910568,0.5100397050482133,0.02588996763754048,0.5670995670995671,Voxel-MLP,3,0,3,174,43,,,
0.6511627906976745,0.6525974025974026,0.6504065040650406,0.6500283607487238,0.3042071197411004,0.6212121212121212,Voxel-MLP,4,0,4,174,43,,,
0.6363636363636364,0.6363636363636364,0.6356107660455487,0.6356107660455487,0.2727272727272727,0.6900826446280992,Voxel-MLP,5,1,0,173,44,,,
0.4772727272727273,0.4772727272727273,0.47043432757718473,0.47043432757718473,-0.045454545454545414,0.5433884297520661,Voxel-MLP,6,1,1,173,44,,,
0.5813953488372093,0.5800865800865801,0.5793478260869566,0.5800303336703742,0.16052060737527107,0.6428571428571428,Voxel-MLP,7,1,2,174,43,,,
0.7209302325581395,0.724025974025974,0.7171052631578947,0.7163402692778458,0.44516129032258067,0.7056277056277056,Voxel-MLP,8,1,3,174,43,,,
0.6511627906976745,0.6504329004329004,0.6504065040650406,0.6507846473813576,0.30119176598049835,0.6125541125541125,Voxel-MLP,9,1,4,174,43,,,
0.5681818181818182,0.5681818181818181,0.5679586563307493,0.5679586563307493,0.13636363636363635,0.518595041322314,Voxel-MLP,10,2,0,173,44,,,
0.6136363636363636,0.6136363636363635,0.611831862999481,0.6118318629994811,0.2272727272727273,0.6466942148760331,Voxel-MLP,11,2,1,173,44,,,
0.627906976744186,0.6298701298701299,0.6260869565217391,0.6254802831142569,0.2586206896551724,0.5606060606060606,Voxel-MLP,12,2,2,174,43,,,
0.6511627906976745,0.6504329004329004,0.6504065040650406,0.6507846473813576,0.30119176598049835,0.6558441558441559,Voxel-MLP,13,2,3,174,43,,,
0.5813953488372093,0.5811688311688312,0.5811688311688312,0.5813953488372093,0.16233766233766234,0.5822510822510822,Voxel-MLP,14,2,4,174,43,,,
0.6590909090909091,0.6590909090909091,0.6546310832025117,0.6546310832025118,0.31818181818181823,0.7396694214876033,Voxel-MLP,15,3,0,173,44,,,
0.4772727272727273,0.4772727272727273,0.47043432757718473,0.47043432757718473,-0.045454545454545414,0.5020661157024793,Voxel-MLP,16,3,1,173,44,,,
0.627906976744186,0.6266233766233766,0.6260869565217391,0.6266936299292214,0.2537960954446854,0.6190476190476191,Voxel-MLP,17,3,2,174,43,,,
