test_scanner,n_train,n_test,balanced_accuracy,balanced_accuracy_prior_adj,f1_macro,auc
35343.0,39,101,0.7702020202020202,0.759090909090909,0.6140127388535033,0.794949494949495
35426.0,101,39,0.5815789473684211,0.525,0.5384615384615384,0.7578947368421052
