accuracy,balanced_accuracy,f1_macro,f1_weighted,kappa,auc,method,fold,repeat,split,n_train,n_test,mpca_explained,mpca_recon_err_test,mpca_fit_sec
0.29545454545454547,0.42406204906204903,0.31536774628879893,0.24345172371488163,0.14267756128221243,0.664099734016002,Tucker+MLP,0,0,0,173,44,0.37855454661912835,0.4461900698741709,6.539031505584717
0.29545454545454547,0.44791666666666663,0.2986111111111111,0.19696969696969696,0.15174129353233834,0.7041391788700402,Tucker+MLP,1,0,1,173,44,0.3819447242401965,0.44076319709397743,6.659852504730225
0.3488372093023256,0.34388528138528135,0.32220171469397474,0.3717047802079122,0.11730205278592387,0.616947466947467,Tucker+MLP,2,0,2,174,43,0.38675737032383384,0.4410602451100154,6.703127145767212
0.5116279069767442,0.4935064935064935,0.4758928571428571,0.522093023255814,0.29453125,0.6672753110253109,Tucker+MLP,3,0,3,174,43,0.38081362177017103,0.44543719918214675,6.514712810516357
0.32558139534883723,0.3399621212121212,0.3247899159663865,0.35004885675200315,0.08173784977908694,0.6093641531141532,Tucker+MLP,4,0,4,174,43,0.38189479555207273,0.43827974932177305,6.388263940811157
0.3181818181818182,0.4025974025974026,0.32929292929292925,0.3055096418732782,0.12117177097203735,0.682828327146509,Tucker+MLP,5,1,0,173,44,0.38015876058943365,0.43972958150289904,6.723816156387329
0.4772727272727273,0.5085227272727273,0.4620232708468002,0.48498560263266133,0.2932960893854749,0.7206212846164999,Tucker+MLP,6,1,1,173,44,0.38381699013500836,0.44856241480803133,6.426717758178711
0.4186046511627907,0.4878246753246753,0.4190045248868779,0.4123750394612228,0.24135497529992955,0.7387016887016886,Tucker+MLP,7,1,2,174,43,0.3802849053771037,0.4398563198930935,6.567878484725952
0.27906976744186046,0.2715097402597403,0.2534181240063593,0.2904425629459829,-0.0075585789871503994,0.5681983931983932,Tucker+MLP,8,1,3,174,43,0.3827953318048762,0.4468786848247035,6.68524956703186
0.3953488372093023,0.39745670995670995,0.37539682539682534,0.4132152085640458,0.17307692307692313,0.6382909695409695,Tucker+MLP,9,1,4,174,43,0.38336216293193837,0.43640756054145724,6.826359272003174
0.25,0.2591991341991342,0.23417075163398693,0.2603052584670232,0.0006882312456983897,0.5884495249925872,Tucker+MLP,10,2,0,173,44,0.3805065922124611,0.44468940148817365,6.734383583068848
0.3181818181818182,0.3693181818181818,0.32166566985645934,0.3151886689865159,0.0971272229822161,0.605809893190276,Tucker+MLP,11,2,1,173,44,0.38462919759380626,0.4405738586435646,6.782840013504028
0.32558139534883723,0.35836038961038963,0.3310924369747899,0.3369552472151651,0.08173784977908694,0.6619461994461995,Tucker+MLP,12,2,2,174,43,0.3853463540424918,0.4416175325071445,6.8334290981292725
0.32558139534883723,0.41301406926406925,0.36121942573555477,0.31756840308978346,0.11371712864250194,0.681169074919075,Tucker+MLP,13,2,3,174,43,0.3765880534082644,0.4458245563333313,6.7261717319488525
0.46511627906976744,0.41612554112554107,0.4069444444444444,0.4768733850129198,0.2237048665620095,0.6351346476346476,Tucker+MLP,14,2,4,174,43,0.38305125885436575,0.43865600883803363,6.737741470336914
0.5227272727272727,0.4448051948051948,0.43571428571428567,0.5242424242424243,0.2957317073170731,0.6910550704809078,Tucker+LogReg,0,0,0,173,44,,,
0.5681818181818182,0.4744318181818182,0.48156291172595517,0.5606120493472272,0.33545310015898255,0.7173386073655212,Tucker+LogReg,1,0,1,173,44,,,
0.4186046511627907,0.3735119047619047,0.369434731934732,0.43586219981568824,0.16407465007776045,0.576818133068133,Tucker+LogReg,2,0,2,174,43,,,
0.5581395348837209,0.49188311688311687,0.49995908346972184,0.5491112549004683,0.302901023890785,0.6452990327990329,Tucker+LogReg,3,0,3,174,43,,,
0.5348837209302325,0.4422348484848485,0.467987567987568,0.5511718255904303,0.2874896437448218,0.6440188565188565,Tucker+LogReg,4,0,4,174,43,,,
0.5,0.45526695526695526,0.4587042688273878,0.5117867085035348,0.25993883792048933,0.6862153102583723,Tucker+LogReg,5,1,0,173,44,,,
0.5,0.4299242424242424,0.44754728132387706,0.49484203739522886,0.21935483870967742,0.677610434488425,Tucker+LogReg,6,1,1,173,44,,,
0.46511627906976744,0.37784090909090906,0.4029761904761905,0.4619047619047619,0.14446366782006925,0.7083087145587146,Tucker+LogReg,7,1,2,174,43,,,
0.3488372093023256,0.275297619047619,0.26838316722037653,0.34991372427824563,0.025101214574898778,0.561286855036855,Tucker+LogReg,8,1,3,174,43,,,
0.4418604651162791,0.400297619047619,0.39856941838649157,0.45409376499847287,0.1822503961965134,0.6454084766584767,Tucker+LogReg,9,1,4,174,43,,,
0.36363636363636365,0.3324314574314574,0.3344155844155844,0.3685064935064935,0.04643962848297212,0.5693724529848931,Tucker+LogReg,10,2,0,173,44,,,
0.4318181818181818,0.41571969696969696,0.4014354066985646,0.4428882122662026,0.197080291970803,0.6770406668358224,Tucker+LogReg,11,2,1,173,44,,,
0.4418604651162791,0.3605248917748917,0.36932632584806496,0.44123823598039974,0.13277310924369745,0.6414948227448227,Tucker+LogReg,12,2,2,174,43,,,
0.5348837209302325,0.4805194805194805,0.502449305080884,0.543451652386781,0.2892561983471076,0.6980521918021918,Tucker+LogReg,13,2,3,174,43,,,
0.4883720930232558,0.4274891774891775,0.4303030303030303,0.48949964763918247,0.22139917695473244,0.6303544616044616,Tucker+LogReg,14,2,4,174,43,,,
0.22727272727272727,0.30753968253968256,0.19695827048768225,0.1405571552630376,0.04713375796178354,0.6487938654804684,PCA+MLP,0,0,0,173,44,,,
0.5227272727272727,0.3210227272727273,0.2619047619047619,0.4177489177489178,0.1660649819494584,0.5763930422647527,PCA+MLP,1,0,1,173,44,,,
0.37209302325581395,0.37959956709956705,0.3481351981351981,0.3973762671437091,0.1635446685878963,0.6457684957684958,PCA+MLP,2,0,2,174,43,,,
0.27906976744186046,0.2878787878787879,0.1718500797448166,0.2537739698082416,0.05795053003533568,0.5085770835770835,PCA+MLP,3,0,3,174,43,,,
0.2558139534883721,0.32873376623376627,0.26993464052287586,0.24946040431676544,0.06585200271554648,0.5782189657189657,PCA+MLP,4,0,4,174,43,,,
0.38636363636363635,0.479978354978355,0.40141521119781987,0.3660715291150074,0.22098360655737703,0.675106424388721,PCA+MLP,5,1,0,173,44,,,
0.2727272727272727,0.3456439393939394,0.2684840119622728,0.23162473597256206,0.06631299734748008,0.643553885143299,PCA+MLP,6,1,1,173,44,,,
0.3953488372093023,0.42870670995670995,0.3625460710600029,0.3800890735731257,0.1491628614916286,0.6648731523731524,PCA+MLP,7,1,2,174,43,,,
0.20930232558139536,0.29261363636363635,0.14877165075998589,0.13108420265193554,0.04631441617742993,0.6567879567879569,PCA+MLP,8,1,3,174,43,,,
0.20930232558139536,0.19967532467532467,0.12703962703962704,0.18843172331544425,-0.057122198120028944,0.43168850668850667,PCA+MLP,9,1,4,174,43,,,
0.13636363636363635,0.25,0.06,0.03272727272727272,0.0,0.5478549931899214,PCA+MLP,10,2,0,173,44,,,
0.25,0.33428030303030304,0.2415686274509804,0.19204991087344025,0.06322580645161302,0.6119263055193079,PCA+MLP,11,2,1,173,44,,,
0.27906976744186046,0.367965367965368,0.27338815789473686,0.23897490820073436,0.10895721925133683,0.5994332806832807,PCA+MLP,12,2,2,174,43,,,
0.23255813953488372,0.3526785714285714,0.24082341269841268,0.1541159099298634,0.07375979112271536,0.6581709956709957,PCA+MLP,13,2,3,174,43,,,
0.2558139534883721,0.30289502164502163,0.2505952380952381,0.2542081949058693,0.040446304044630565,0.5654254904254904,PCA+MLP,14,2,4,174,43,,,
0.2727272727272727,0.3382034632034632,0.261010101010101,0.23832874196510562,0.09511568123393321,0.6455641654206247,Voxel-MLP,0,0,0,173,44,,,
0.29545454545454547,0.38825757575757575,0.28764705882352937,0.25144385026737964,0.08701472556894241,0.7077454418587792,Voxel-MLP,1,0,1,173,44,,,
0.4418604651162791,0.42464826839826836,0.4001686909581646,0.4486457646800364,0.20798158096699926,0.6345679283179283,Voxel-MLP,2,0,2,174,43,,,
0.3488372093023256,0.40002705627705626,0.3418138760880696,0.3539188368520701,0.14730878186968843,0.6229975917475918,Voxel-MLP,3,0,3,174,43,,,
0.27906976744186046,0.2655573593073593,0.2518059855521156,0.32455420356637155,0.06848357791754023,0.6216793904293905,Voxel-MLP,4,0,4,174,43,,,
0.4318181818181818,0.44300144300144295,0.4017995356037152,0.4351164508865747,0.20462762111352129,0.6749566591073768,Voxel-MLP,5,1,0,173,44,,,
0.3409090909090909,0.4109848484848485,0.3508172861621137,0.3421304400928225,0.15272244355909692,0.689073374293171,Voxel-MLP,6,1,1,173,44,,,
0.46511627906976744,0.46631493506493504,0.47348099979678926,0.49244418399865164,0.2467631378522468,0.731497893997894,Voxel-MLP,7,1,2,174,43,,,
0.2558139534883721,0.2844967532467533,0.24991693248272195,0.26230790153678774,0.005061460592914124,0.5600256912756912,Voxel-MLP,8,1,3,174,43,,,
0.3023255813953488,0.3062770562770563,0.2872970693653806,0.32971085908732084,0.08769448373408761,0.5733422545922546,Voxel-MLP,9,1,4,174,43,,,
0.22727272727272727,0.29653679653679654,0.24144736842105263,0.2044059011164274,-0.006052454606590318,0.6049673803860407,Voxel-MLP,10,2,0,173,44,,,
0.4318181818181818,0.42613636363636365,0.40706914344685236,0.4483628858241861,0.2052023121387283,0.6915620015948964,Voxel-MLP,11,2,1,173,44,,,
0.4418604651162791,0.38041125541125537,0.3787878787878788,0.43269908386187445,0.1364016736401673,0.6026890526890527,Voxel-MLP,12,2,2,174,43,,,
0.3953488372093023,0.45305735930735935,0.400531045751634,0.39014287885696913,0.16504854368932043,0.6836336336336335,Voxel-MLP,13,2,3,174,43,,,
0.46511627906976744,0.431547619047619,0.42771042363433665,0.4757946384589458,0.22734375000000007,0.6542517355017355,Voxel-MLP,14,2,4,174,43,,,
0.36363636363636365,0.2693001443001443,0.2734105180533752,0.34778257456828887,-0.015663643858202736,0.5048053436211332,Dummy,0,0,0,173,44,,,
0.29545454545454547,0.25757575757575757,0.2481514609421586,0.2912912668726622,-0.04761904761904745,0.49333798511430094,Dummy,1,0,1,173,44,,,
0.37209302325581395,0.3463203463203463,0.34672619047619047,0.37915282392026584,0.06821829855537731,0.5521069771069771,Dummy,2,0,2,174,43,,,
0.3953488372093023,0.31195887445887444,0.31791125541125537,0.40171650055370983,0.08510638297872342,0.5413585663585663,Dummy,3,0,3,174,43,,,
0.3023255813953488,0.178030303030303,0.16166666666666665,0.2688372093023256,-0.1446317657497782,0.44494071994071993,Dummy,4,0,4,174,43,,,
